cited_pub_title,cited_pub_year,cited_by_count_at_scrape,citing_title,citing_container,citing_url,citing_snippet,final_class,crossref_type,lens_id,lens_publication_number,lens_publication_date,lens_jurisdiction,lens_family_id,lens_applicants,lens_owners,lens_inventors
"Beware, Your Hands Reveal Your Secrets!",2014,204,A systematic review on security and privacy issues in mobile devices and systems,"M Alloghani, T Baker, D Al-Jumeily, A Hussain… - Handbook of Computer …, 2020 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-22277-2_23,The number of mobile devices that are getting connected to the Internet is on the rise and interconnectivity has brought together billions of devices in the cyber-sphere. The chapter …,book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,SILK-TV: Secret Information Leakage from Keystroke Timing Videos,"KS Balagani, M Conti, P Gasti, M Georgiev… - … on Research in …, 2018 - Springer",https://link.springer.com/chapter/10.1007/978-3-319-99073-6_13,"Shoulder surfing attacks are an unfortunate consequence of entering passwords or PINs into computers, smartphones, PoS terminals, and ATMs. Such attacks generally involve …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Facial recognition for remote electronic voting–missing piece of the puzzle or yet another liability?,"S Heiberg, K Krips, J Willemson, P Vinkel - International Workshop on …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-93747-8_6,"Reliable voter identification is one of the key requirements to guarantee eligibility and uniformity of elections. In a remote setting, this task becomes more complicated compared to …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Trustfa: Trustzone-assisted facial authentication on smartphone,"D Zhang - Tech. Rep, 2014 - donglizhang.org",https://www.donglizhang.org/trustfa.pdf,"Nowadays, many applications, such as Facebook, Dropbox and mobile banking, allow users to login and use the remote services via smartphones. Because of the limitations of …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Revisiting the threat space for vision-based keystroke inference attacks,"J Lim, T Price, F Monrose, JM Frahm - European Conference on Computer …, 2020 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-68238-5_33,A vision-based keystroke inference attack is a side-channel attack in which an attacker uses an optical device to record users on their mobile devices and infer their keystrokes. The …,book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Literature Review of Security in Smart Home Network,"Y Meng, H Zhu, X Shen - Security in Smart Home Networks, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-24185-7_2,This chapter will review existing research works related to the security and privacy challenges in the smart home network. The structure of this chapter is organized into three …,book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Your clicks reveal your secrets: a novel user-device linking method through network and visual data,"N Guo, J Luo, Z Ling, M Yang, W Wu, X Fu - Multimedia Tools and …, 2019 - Springer",https://link.springer.com/article/10.1007/s11042-018-6815-6,Cameras for visual surveillance are extensively deployed to monitor people's locations and activities. The law enforcement can analyze the surveillance videos (V-data) to track the …,book,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,LOL: localization-free online keystroke tracking using acoustic signals,"Z Qin, J Du, G Han, G Yong, L Guo, L Wang - Soft Computing, 2019 - Springer",https://link.springer.com/article/10.1007/s00500-018-3659-y,"Contents typed via keyboards prove to be vulnerable to attacks based on acoustic emanations analysis. However, previous works achieve the attacks under controlled …",book,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,STMAD: sensor-based threat's mitigation on smartphones using allowlist and denylist,"S Manimaran, VN Sastry, NP Gopalan - The Journal of Supercomputing, 2022 - Springer",https://link.springer.com/article/10.1007/s11227-022-04523-2,"Sensors play a vital role in the smartphone for sensing-enabled mobile activities and applications. Different sources, like mobile applications and websites, access the sensors …",book,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Treadmill assisted circumvention of wearable sensors-based gait authentication,R Kumar - 2021 - search.proquest.com,https://search.proquest.com/openview/0ba1ec5c10dcce4e8d4f4e7c28ed7851/1?pq-origsite=gscholar&cbl=18750&diss=y,Wearable sensor-based gait patterns are considered a promising means for future authentication systems. This dissertation examines whether circumvention of such systems …,book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,"Security, Privacy & Usability in Modern Web Services.",A Sheil - 2023 - mural.maynoothuniversity.ie,https://mural.maynoothuniversity.ie/19016/,"The overall aim of this thesis was to explore how user experience (UX) design can impact upon security, usability and privacy and the implications this has on the end user, in …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Efficient Password Mechanism to Overcome Spyware Attack: Quantum Network and AI,"S Manikandan, ACS Sheela - Multidisciplinary Applications of AI …, 2025 - igi-global.com",https://www.igi-global.com/chapter/efficient-password-mechanism-to-overcome-spyware-attack/359602,This study enhances existing authentication systems that use one-time passwords (OTP) and personal identification numbers (PIN) by adding biometric data as a second layer of …,book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,User identification and authentication on emerging interfaces,T Van Nguyen - 2018 - search.proquest.com,https://search.proquest.com/openview/d9d07dd15a6b0eafccc1dcb7454e84eb/1?pq-origsite=gscholar&cbl=18750,The rapid growth of computing devices equipped with novel user interfaces has changed the landscape of security and usability for authentication. Traditional user identification and …,book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Design and Applications of Machine Learning Algorithms for Time-Series Forecasting,N Avazov - 2021 - researchspace.auckland.ac.nz,https://researchspace.auckland.ac.nz/bitstreams/0b0d566b-3de3-495f-b384-553dfd8de07f/download,"In the last decade, big data have gained extensive attention from both academia and industry. Machine learning has been introduced to learn from data, which plays a significant …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Privacy Breaches and Countermeasures at Terminal Device Layer,"Y Meng, H Zhu, X Shen - Security in Smart Home Networks, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-24185-7_3,"In this chapter, we focus on the security and privacy issues in the terminal device layer of smart home networks. We present WindTalker, a novel and practical keystroke inference …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Security and Privacy Issues of Mobile Cyber-Physical Systems,J Shang - 2020 - search.proquest.com,https://search.proquest.com/openview/4fa5f5e5cfa3e0b65a06be4b60444ce1/1?pq-origsite=gscholar&cbl=44156,"Cyber-physical systems (CPS) refer to a group of systems that combine the real physical world with cyber components. Traditionally, the applications of CPS in research and the real …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Looking through your smartphone screen to steal your pin using a 3d camera,"D Shukla, VV Phoha, S Prakash - Science and Information Conference, 2018 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-01177-2_73,Recent research shows that video recordings of the user's hand movement and his or her smartphone screen display can be used to steal sensitive information such as pins and …,book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,On using wearable devices to steal your passwords: A fuzzy inference approach,"C Shen, Z Ren, Y Chen, Z Wang - International Symposium on …, 2017 - Springer",https://link.springer.com/chapter/10.1007/978-3-319-69471-9_38,The security of wearable devices user's privacy data has become more and more concerned because of the high accuracy of the embedded sensors. Existing methods of obtaining …,book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,AppSense: Detecting Smartphone Usage via WiFi Signals,"T Liu, P Li, C Zhang - International Conference on Mobile Networks and …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-94763-7_5,"Mobile usage reveals some of the user's daily behavior habits and is essential. Efforts in this field of research have never stopped and have achieved a series of results. However, some …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Peering into the mind? The ethics of consumer neuromonitoring devices,"IC McCalla, A Wexlerb - Ethical Dimensions of Commercial and …, 2020 - books.google.com",https://books.google.com/books?hl=en&lr=&id=M2LcDwAAQBAJ&oi=fnd&pg=PA1&ots=cTLLEZMLAn&sig=ZAwfSy26qHR8wCXqClejnzE2mMA,"Direct-to-consumer (DTC) neurotechnologies represent a growing market as companies vie to bring the promise of brain-based devices into consumers' homes (Coates McCall, Lau …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,An Integrated & Robust User Authentication Framework Based on Gait Smart Devices,"V Harsha Vardhan, V Sri Dileep Kumar… - … on Emerging Trends …, 2020 - Springer",https://link.springer.com/chapter/10.1007/978-981-15-7511-2_67,Stride acknowledgment is the mapping of a step grouping to a character known to the framework. Walk verification alludes to the issue of distinguishing whether a given stride …,book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Difference between what Facebook users think and do: A comparative analysis of actual and self-reported data on Facebook use,A Sharma - sharma.sites.haverford.edu,https://sharma.sites.haverford.edu/wp-content/uploads/2020/01/Difference-between-what-Facebook-users-think-and-do.pdf,"With the ever-growing debate on whether social media use is beneficial, a lot of research has been done to study the behavior and impact on users. Clearly, there is no correct …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Inferences from Interactions with Smart Devices: Security Leaks and Defenses,D Shukla - 2019 - search.proquest.com,https://search.proquest.com/openview/a3d2c128d95163c0b2bf8f9162e02636/1?pq-origsite=gscholar&cbl=18750&diss=y,"We unlock our smart devices such as smartphone several times every day using a pin, password, or graphical pattern if the device is secured by one. The scope and usage of …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Robustly inferring identity across digital and physical worlds,X Lu - 2018 - ora.ox.ac.uk,https://ora.ox.ac.uk/objects/uuid:c29bd383-e6ba-4669-b070-2afd785b739e,"A long-term vision within the realm of ubiquitous computing is the creation of smart, digital environments that provide seamless human-computer interaction, allowing computation to …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,CCS Concepts: rSecurity and privacy→ Side-channel analysis and countermeasures; Access control,"R Zhang, N Zhang, C Du, W Lou, YT Hou, Y Kawamoto - cnsr.ictas.vt.edu",https://www.cnsr.ictas.vt.edu/publication/tist_zhang.pdf,"Augmented reality (AR) technology is a variation of virtual reality (VR). Unlike VR, AR promises to enhance our perception of and interactions with the real world, while VR …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,""" Reconnaissance de codes de sécurité à partir d'images volées","N Leblanc, C De Vleeschouwer, FX Standaert",,,book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Using Cameras for Handwriting Side-Channel Attacks,N Patil - 2019,,,book,edited-book,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Uma Survey em Autenticaçao de Usuários em Smart Devices: Defesas e Ataques,"ALF Souza, L Cotta, LG Grossi, AAF Loureiro…",,,book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Advances in user authentication,"D Dasgupta, A Roy, A Nag - 2017 - Springer",https://link.springer.com/content/pdf/10.1007/978-3-319-58808-7.pdf,This book provides the state-of-art account of authentication technologies which covers not only basic authentication methodologies but also emerging technologies which are yet to be …,book,book,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Authenticating users through their arm movement patterns,"R Kumar, VV Phoha, R Raina - arXiv preprint arXiv:1603.02211, 2016 - arxiv.org",https://arxiv.org/abs/1603.02211,"In this paper, we propose four continuous authentication designs by using the characteristics of arm movements while individuals walk. The first design uses acceleration of arms …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Active authentication with reinforcement learning based on ambient radio signals,"J Liu, L Xiao, G Liu, Y Zhao - Multimedia Tools and Applications, 2017 - Springer",https://link.springer.com/article/10.1007/s11042-015-2958-x,"Active authentication of mobile devices such as smartphones and ipads is promising to enhance security to access confidential data or systems. In this paper, we propose an active …",book,journal-article,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,A fuzzy decision support system for multifactor authentication,"A Roy, D Dasgupta - Soft Computing, 2018 - Springer",https://link.springer.com/article/10.1007/s00500-017-2607-6,"Multifactor authentication (MFA) is a growing trend for the accurate identification of the legitimate users through different modalities such as biometrics, nonbiometric, and cognitive …",book,journal-article,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,ClapAuth: A Gesture-Based User-Friendly Authentication Scheme to Access a Secure Infrastructure,"A Buriro, F Ricci - International Workshop on Emerging Technologies for …, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-25467-3_2,In this paper we propose a gesture-based user-friendly smartwatch-based user authentication scheme called ClapAuth to authenticate the users to gain physical access to …,book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Continuous gait authentication against unauthorized smartphone access through Naïve Bayes classifier,"PK Rayani, S Changder - International conference on intelligent computing …, 2019 - Springer",https://link.springer.com/chapter/10.1007/978-981-15-1084-7_78,Continuous authentication is one of the emerging feature to identify the genuine user of the smartphone passively and prevent information theft. Earlier works on entry-point …,book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,BodyLock: human identity recogniser app from walking activity data,"K Kašys, A Dundulis, M Vasiljevas… - … Science and Its …, 2020 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-58802-1_23,"A person's identity can be recognized based on his/her biometric data such as fingerprints, voice or gait. A person can also be recognized from his/her gait, which requires having …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Continuous Authentication: Authenticating individuals frequently during sessions to assure valid identity,"D Dasgupta, A Roy, A Nag - Advances in User Authentication, 2017 - Springer",https://link.springer.com/chapter/10.1007/978-3-319-58808-7_6,Users are now all time connected to the cyber world through different devices and media. It has become essential to check regularly (by monitoring the system and user behavior) …,book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,TouchSense: Accurate and Transparent User Re-authentication via Finger Touching,"C Zhang, S Li, Y Song, L Lu, M Hou - International Conference on Edge …, 2020 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-73429-9_7,"Re-authentication identifies the user during the whole usage to enhance the security of smartphones. To avoid frequent interrupts to users, user features should be imperceptibly …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,SPAWN: Seamless Proximity-Based Authentication by Utilizing the Existent WiFi Environment,"P Jakubeit, A Peter, M van Steen - IFIP International Conference on …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-60391-4_1,Our objective is to create a transparent authentication factor using existing hardware and information already present. Transparent authentication refers to not burdening the user with …,book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Biometrics-based user identification with optimal feature evaluation and selection,N Kayastha - 2019 - search.proquest.com,https://search.proquest.com/openview/05e223957e2b833c46bb7a95c84b5e1f/1?pq-origsite=gscholar&cbl=18750&diss=y,"Recently, biometrics-based identification algorithms have gained popularity as a means of identifying a person using their unique behavioral characteristics such as gait or hand …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Authenticating users based on how they pick up smartphones,"K Burda - IIT. SRC 2016: 12th Student Research Conf. in …, 2016 - fiit.stuba.sk",http://www2.fiit.stuba.sk/iitsrc/iit-src2016-proceedings.pdf#page=16,User identification and authentication methods become increasingly reliant on the use of biometrics–observing the user's physiological or behavioral characteristics–to reduce user …,book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Adaptive Multi-factor Authentication: Bring dynamicity in multi-factor authentication process,"D Dasgupta, A Roy, A Nag - Advances in User Authentication, 2017 - Springer",https://link.springer.com/chapter/10.1007/978-3-319-58808-7_7,"With the advancements of modern technology, most user activities rely upon various online services, which need to be trusted and secured to prevent the thorny issue of illegal access …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Treadmill assisted circumvention of wearable sensors-based gait authentication,R Kumar - 2021 - search.proquest.com,https://search.proquest.com/openview/0ba1ec5c10dcce4e8d4f4e7c28ed7851/1?pq-origsite=gscholar&cbl=18750&diss=y,Wearable sensor-based gait patterns are considered a promising means for future authentication systems. This dissertation examines whether circumvention of such systems …,book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Behavioural profiling authentication based on trajectory based anomaly detection model of user's mobility,"P Kałużny - International Conference on Business Information …, 2017 - Springer",https://link.springer.com/chapter/10.1007/978-3-319-69023-0_21,Behavioural profiling and biometry are an interesting concept connected with authentication that have appeared in scientific literature and business world. Those methods indisputably …,book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Active authentication on mobile devices,"P Perera, VM Patel - Selfie Biometrics: Advances and Challenges, 2019 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-26972-2_12,"In recent years, we have witnessed a significant growth in the use of mobile devices such as smartphones and tablets. In this context, security and privacy in mobile devices becomes …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,A report on behavior-based implicit continuous biometric authentication for smart phone,"V P. R, AA, U Gopalakrishnan - … : Proceedings of ICCET 2020, Volume 1, 2020 - Springer",https://link.springer.com/chapter/10.1007/978-981-15-4029-5_17,"Continuous authentication mechanism is gaining popularity in the recent days as the conventional mechanism of authentication is difficult for the user to memorize, such as the …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Adaptive User Authentication on Mobile Devices,J Chen - 2022 - core.ac.uk,https://core.ac.uk/download/pdf/534414843.pdf,"Modern mobile devices allow users to access various applications and services anywhere. However, high mobility also exposes mobile devices to device loss, unauthorized access …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,A Fine-Tuning Strategy Based on Real Scenes in Gait Identification,"X Zhang, J Zeng, G Wang - Inernational Conference on Ubiquitous …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-981-19-0468-4_25,"Many medical studies have shown that human gait has individuality. As a biometric technology, gait can be used for human identity recognition. Gait has many valuable …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,TouchSense: Accurate and Transparent User Re-authentication via Finger,"C Zhang, S Li, Y Song, L Lu, M Hou - Edge Computing and IoT …, 2021 - books.google.com",https://books.google.com/books?hl=en&lr=&id=xD8oEAAAQBAJ&oi=fnd&pg=PA105&ots=l38fyGW2rY&sig=e-DEMBDeo5WI2FbnG3iXLmS6iKo,"Re-authentication identifies the user during the whole usage to enhance the security of smartphones. To avoid frequent interrupts to users, user features should be imperceptibly …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,A Deep Learning-Based Lightweight Approach for User Identity Recognition on Mobile Devices,MC Lee - 2020 - search.proquest.com,https://search.proquest.com/openview/571bf41df8b7e355f069e3ecec4f4f07/1?pq-origsite=gscholar&cbl=2026366&diss=y,Identifying a user precisely through mobile-device-based sensing information draws much attention from both academic and industry in recent years due to its wide applications like …,book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Inferences from Interactions with Smart Devices: Security Leaks and Defenses,D Shukla - 2019 - search.proquest.com,https://search.proquest.com/openview/a3d2c128d95163c0b2bf8f9162e02636/1?pq-origsite=gscholar&cbl=18750&diss=y,"We unlock our smart devices such as smartphone several times every day using a pin, password, or graphical pattern if the device is secured by one. The scope and usage of …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Behavioral Analysis For a Continuous User Authentication.,"G Giorgi - SEBD, 2019 - ceur-ws.org",https://ceur-ws.org/Vol-2400/paper-52.pdf,"New generation devices are pervasive in nature and provide a number of security sensitive functionalities, which might expose the user private information to serious security and …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Sparse Representations and Feature Learning for Image Set Classification and Correspondence Estimation,MEF Fathy - 2018 - search.proquest.com,https://search.proquest.com/openview/97622e7a3b66ee21962e04a09b372fae/1?pq-origsite=gscholar&cbl=18750,"The use of effective features is a key component in solving many computer vision tasks including, but not limited to, image (set) classification and correspondence estimation. Many …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,Toward practical mobile gait biometrics,"Y Zhong, Y Deng - Mobile Biometrics, 2017 - researchgate.net",https://www.researchgate.net/profile/Yunbin-Deng/publication/356377361_Toward_practical_mobile_gait_biometrics/links/63ea3b704dcb750da756fd30/Toward-practical-mobile-gait-biometrics.pdf,"Gait is the unique human locomotion due to individual specific biophysical and behavior habits. With ubiquitous mobile devices in people's daily life nowadays, accelerometers and …",book,book-chapter,,,,,,,,
Context-aware Active Authentication Using Smartphone Accelerometer Measurements,2014,169,"Jinliang Liu, Liang Xiao, Guolong Liu &",Y Zhao,,,book,book-chapter,,,,,,,,
"Continuous Authentication of Smartphone Users by Fusing Typing, Swiping, and Phone Movement Patterns",2016,131,User identification using deep learning and human activity mobile sensor data,"L Alawneh, M Al-Zinati, M Al-Ayyoub - International Journal of Information …, 2023 - Springer",https://link.springer.com/article/10.1007/s10207-022-00640-4,"The ownership of user actions in computer and mobile applications is an important concern, especially when using shared devices. User identification using physical biometric …",book,journal-article,,,,,,,,
"Continuous Authentication of Smartphone Users by Fusing Typing, Swiping, and Phone Movement Patterns",2016,131,Continuous user authentication using smartwatch motion sensor data,"N Al-Naffakh, N Clarke, F Li - IFIP International Conference on Trust …, 2018 - Springer",https://link.springer.com/chapter/10.1007/978-3-319-95276-5_2,"Smartwatches, which contain an accelerometer and gyroscope, have recently been used to implement gait/activity-based biometrics. However, many research questions have not been …",book,book-chapter,,,,,,,,
"Continuous Authentication of Smartphone Users by Fusing Typing, Swiping, and Phone Movement Patterns",2016,131,Deep learning approach for a dynamic swipe gestures based continuous authentication,"Z Naji, D Bouzidi - The International Conference on Artificial Intelligence …, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-27762-7_5,"The amount of sensitive data stored on mobile devices has increased. Current mobile device security schemas, such as pins, passwords, patterns, or even physiological …",book,book-chapter,,,,,,,,
"Continuous Authentication of Smartphone Users by Fusing Typing, Swiping, and Phone Movement Patterns",2016,131,Techniques for continuous touch-based authentication,"M Georgiev, S Eberz, I Martinovic - International Conference on …, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-21280-2_23,"The field of continuous touch-based authentication has been rapidly developing over the last decade, creating a fragmented and difficult-to-navigate area for researchers and …",book,book-chapter,,,,,,,,
"Continuous Authentication of Smartphone Users by Fusing Typing, Swiping, and Phone Movement Patterns",2016,131,Techniques for continuous touch-based authentication modeling,"M Georgiev, S Eberz, I Martinovic - arXiv preprint arXiv:2207.12140, 2022 - arxiv.org",https://arxiv.org/abs/2207.12140,"The field of touch-based authentication has been rapidly developing over the last decade, creating a fragmented and difficult-to-navigate area for researchers and application …",book,book-chapter,,,,,,,,
"Continuous Authentication of Smartphone Users by Fusing Typing, Swiping, and Phone Movement Patterns",2016,131,A smartphone user verification method based on finger-writing of a simple symbol,"A Takahashi, Y Masegi, I Nakanishi - International Conference on Human …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-78642-7_60,"Writer verification based on finger-writing of a simple symbol on a touch screen is proposed herein. The users write a simple and well-known symbol, for example, a circle, triangle, or …",book,book-chapter,,,,,,,,
