cited_pub_title,cited_pub_year,cited_by_count_at_scrape,citing_title,citing_container,citing_url,citing_snippet,final_class,crossref_type,lens_id,lens_publication_number,lens_publication_date,lens_jurisdiction,lens_family_id,lens_applicants,lens_owners,lens_inventors
"Beware, Your Hands Reveal Your Secrets!",2014,204,Authentication of smartphone users based on activity recognition and mobile sensing,"M Ehatisham-ul-Haq, MA Azam, J Loo, K Shuang… - Sensors, 2017 - mdpi.com",https://www.mdpi.com/1424-8220/17/9/2043,Smartphones are context-aware devices that provide a compelling platform for ubiquitous computing and assist users in accomplishing many of their routine tasks anytime and …,unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Cracking android pattern lock in five attempts,"G Ye, Z Tang, D Fang, X Chen, KI Kim… - Proceedings of the …, 2017 - eprints.whiterose.ac.uk",https://eprints.whiterose.ac.uk/151222/,"Pattern lock is widely used as a mechanism for authentication and authorization on Android devices. In this paper, we demonstrate a novel video-based attack to reconstruct Android …",unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Using data augmentation in continuous authentication on smartphones,"Y Li, H Hu, G Zhou - IEEE Internet of Things Journal, 2018 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8398208/,"As personal computing platforms, smartphones are commonly used to store private, sensitive, and security information, such as photographs, emails, and Android Pay. To …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Continuous user authentication on smartphone via behavioral biometrics: a survey,"PK Rayani, S Changder - Multimedia Tools and Applications, 2023 - Springer",https://link.springer.com/article/10.1007/s11042-022-13245-9,The use of ubiquitous devices is increasing worldwide due to signs of progress in sophisticated hardware technology with cutting-edge features. These features offer most …,review,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Periscope: A keystroke inference attack using human coupled electromagnetic emanations,"W Jin, S Murali, H Zhu, M Li - Proceedings of the 2021 ACM SIGSAC …, 2021 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3460120.3484549,"This study presents Periscope, a novel side-channel attack that exploits human-coupled electromagnetic (EM) emanations from touchscreens to infer sensitive inputs on a mobile …",unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,"Hidden reality: Caution, your hand gesture inputs in the immersive virtual world are visible to all!","SRK Gopal, D Shukla, JD Wheelock… - 32nd USENIX security …, 2023 - usenix.org",https://www.usenix.org/conference/usenixsecurity23/presentation/gopal,"Text entry is an inevitable task while using Virtual Reality (VR) devices in a wide range of applications such as remote learning, gaming, and virtual meeting. VR users enter …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,"Unsure how to authenticate on your vr headset? come on, use your head!","T Mustafa, R Matovu, A Serwadda… - Proceedings of the Fourth …, 2018 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3180445.3180450,"For security-sensitive Virtual Reality (VR) applications that require the end-user to enter authenticatioan credentials within the virtual space, a VR user's inability to see (potentially …",unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,WINK: Wireless inference of numerical keystrokes via zero-training spatiotemporal analysis,"E Yang, Q He, S Fang - Proceedings of the 2022 ACM SIGSAC …, 2022 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3548606.3559339,"Sensitive numbers play an unparalleled role in identification and authentication. Recent research has revealed plenty of side-channel attacks to infer keystrokes, which require …",unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Continuous authentication with touch behavioral biometrics and voice on wearable glasses,"G Peng, G Zhou, DT Nguyen, X Qi… - IEEE transactions on …, 2016 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7756355/,"Wearable glasses are on the rising edge of development with great user popularity. However, user data stored on these devices bring privacy risks to the owner. To better …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Can virtual reality protect users from keystroke inference attacks?,"Z Yang, Z Sarwar, I Hwang, R Bhaskar… - 33rd USENIX Security …, 2024 - usenix.org",https://www.usenix.org/conference/usenixsecurity24/presentation/yang-zhuolin,Virtual Reality (VR) has gained popularity by providing immersive and interactive experiences without geographical limitations. It also provides a sense of personal privacy …,unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Using feature fusion strategies in continuous authentication on smartphones,"Y Li, B Zou, S Deng, G Zhou - IEEE Internet Computing, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8979415/,"With the increasing prevalence of mobile devices, people prefer to use smartphones to make payments, take photos, and collect personal vital information. Due to the high …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,MAGLeak: A learning-based side-channel attack for password recognition with multiple sensors in IIoT environment,"D Chen, Z Zhao, X Qin, Y Luo, M Cao… - IEEE Transactions on …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9298946/,"As an emerging technology, industrial Internet of Things (IIoT) connects massive sensors and actuators to empower industrial sectors being smart, autonomous, efficient, and safety …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,BioTouchPass2: Touchscreen password biometrics using time-aligned recurrent neural networks,"R Tolosana, R Vera-Rodriguez, J Fierrez… - IEEE Transactions …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8998358/,"Passwords are still used on a daily basis for all kind of applications. However, they are not secure enough by themselves in many cases. This work enhances password scenarios …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,MuKI-Fi: Multi-person keystroke inference with BFI-enabled Wi-Fi sensing,"H Wang, J Hu, T Zheng, J Hu, Z Chen… - IEEE Transactions …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10443555/,"The contact-free sensing nature of Wi-Fi has been leveraged to achieve privacy breaches such as keystroke inference (KI). However, the use of channel state information (CSI) in …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,MotionID: Towards practical behavioral biometrics-based implicit user authentication on smartphones,"MA Alawami, T Abuhmed, M Abuhamad… - Pervasive and Mobile …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1574119224000488,Traditional one-time authentication mechanisms cannot authenticate smartphone users' identities throughout the session—the concept of using behavioral-based biometrics …,unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Don't skype & type! acoustic eavesdropping in voice-over-ip,"A Compagno, M Conti, D Lain, G Tsudik - … of the 2017 ACM on Asia …, 2017 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3052973.3053005,"Acoustic emanations of computer keyboards represent a serious privacy issue. As demonstrated in prior work, physical properties of keystroke sounds might reveal what a …",unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,A context-aware framework for detecting sensor-based threats on smart devices,"AK Sikder, H Aksu, AS Uluagac - IEEE Transactions on Mobile …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8613866/,"Sensors (eg, light, gyroscope, and accelerometer) and sensing-enabled applications on a smart device make the applications more user-friendly and efficient. However, the current …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,DRAW-A-PIN: Authentication using finger-drawn PIN on touch devices,"T Van Nguyen, N Sae-Bae, N Memon - computers & security, 2017 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167404817300123,"This paper presents D raw-A-PIN, a user authentication system on a device with a touch interface that supports the use of PINs. In the proposed system, the user is asked to draw her …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Glowworm attack: Optical tempest sound recovery via a device's power indicator led,"B Nassi, Y Pirutin, T Galor, Y Elovici… - Proceedings of the 2021 …, 2021 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3460120.3484775,Two main classes of optical TEMPEST attacks against the confidentiality of information processed/delivered by devices have been demonstrated in the past two decades; the first …,unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Visible: Video-assisted keystroke inference from tablet backside motion.,"J Sun, X Jin, Y Chen, J Zhang, Y Zhang, R Zhang - NDSS, 2016 - eecis.udel.edu",https://www.eecis.udel.edu/~ruizhang/paper/sun-NDSS16.pdf,"The deep penetration of tablets in daily life has made them attractive targets for keystroke inference attacks that aim to infer a tablet user's typed inputs. This paper presents VISIBLE, a …",unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Eyetell: Video-assisted touchscreen keystroke inference from eye movements,"Y Chen, T Li, R Zhang, Y Zhang… - 2018 IEEE Symposium …, 2018 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8418601/,"Keystroke inference attacks pose an increasing threat to ubiquitous mobile devices. This paper presents EyeTell, a novel video-assisted attack that can infer a victim's keystrokes on …",unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Hearing your touch: A new acoustic side channel on smartphones,"I Shumailov, L Simon, J Yan, R Anderson - arXiv preprint arXiv …, 2019 - arxiv.org",https://arxiv.org/abs/1903.11137,We present the first acoustic side-channel attack that recovers what users type on the virtual keyboard of their touch-screen smartphone or tablet. When a user taps the screen with a …,unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Identifying smartphone users based on how they interact with their phones,"MA Alqarni, SH Chauhdary, MN Malik… - … -centric Computing and …, 2020 - Springer",https://link.springer.com/article/10.1186/s13673-020-0212-7,"The continuous advancement in the Internet of Things technology allows people to connect anywhere at any time, thus showing great potential in technology like smart devices …",book,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,The rise of keyloggers on smartphones: A survey and insight into motion-based tap inference attacks,"M Hussain, A Al-Haiqi, AA Zaidan, BB Zaidan… - Pervasive and Mobile …, 2016 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1574119215002138,Smartphone sensing capabilities have opened new opportunities for innovative User Interface (UI) and context-aware applications. They have also opened new possibilities for …,review,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Defending touch-based continuous authentication systems from active adversaries using generative adversarial networks,"M Agrawal, P Mehrotra, R Kumar… - 2021 IEEE International …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9484366/,Previous studies have demonstrated that commonly studied (vanilla) touch-based continuous authentication systems (V-TCAS) are susceptible to population attack. This …,unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,No training hurdles: Fast training-agnostic attacks to infer your typing,"S Fang, I Markwood, Y Liu, S Zhao, Z Lu… - Proceedings of the 2018 …, 2018 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3243734.3243755,Traditional methods to eavesdrop keystrokes leverage some malware installed in a target computer to record the keystrokes for an adversary. Existing research work has identified a …,book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Towards a general video-based keystroke inference attack,"Z Yang, Y Chen, Z Sarwar, H Schwartz… - 32nd USENIX Security …, 2023 - usenix.org",https://www.usenix.org/conference/usenixsecurity23/presentation/yang-zhuolin,A large collection of research literature has identified the privacy risks of keystroke inference attacks that use statistical models to extract content typed onto a keyboard. Yet existing …,book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Stealing passwords by observing hands movement,"D Shukla, VV Phoha - IEEE Transactions on Information …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8691569/,The use of mobile phones in public places opens up the possibilities of remote side channel attacks on these devices. We present a video-based side channel attack to decipher …,unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Revealing your mobile password via WiFi signals: Attacks and countermeasures,"Y Meng, J Li, H Zhu, X Liang, Y Liu… - IEEE Transactions on …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8613849/,"In this study, we present WindTalker, a novel and practical keystroke inference framework that can be used to infer the sensitive keystrokes on a mobile device through WiFi-based …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,A video-based attack for android pattern lock,"G Ye, Z Tang, D Fang, X Chen, W Wolff… - ACM Transactions on …, 2018 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3230740,Pattern lock is widely used for identification and authentication on Android devices. This article presents a novel video-based side channel attack that can reconstruct Android …,unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Separating neuroethics from neurohype,"A Wexler - Nature Biotechnology, 2019 - nature.com",https://www.nature.com/articles/s41587-019-0230-z,"To the Editor—In their Commentary from the September 2018 issue,“Brain leaks and consumer neurotechnology,” Ienca et al. 1 draw attention to a worthy topic: directto …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,A classifications framework for continuous biometric authentication (2018–2024),"D Boshoff, GP Hancke - Computers & Security, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167404824005911,"The increase in personal devices, the amount of private and sensitive information these devices store/process, and the importance of this information have introduced vital security …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,WiPass: 1D-CNN-based smartphone keystroke recognition using WiFi signals,"X Shen, Z Ni, L Liu, J Yang, K Ahmed - Pervasive and Mobile Computing, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1574119221000523,Keystroke privacy is crucial for smartphone system security and user privacy. User's private information may be leaked if the sequences of keystrokes on the numeric soft keyboard are …,unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,On the effectiveness of sensor-enhanced keystroke dynamics against statistical attacks,"VD Stanciu, R Spolaor, M Conti… - proceedings of the sixth …, 2016 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/2857705.2857748,"In recent years, simple password-based authentication systems have increasingly proven ineffective for many classes of real-world devices. As a result, many researchers have …",unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,BioTouchPass: Handwritten passwords for touchscreen biometrics,"R Tolosana, R Vera-Rodriguez… - IEEE Transactions on …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8691794/,This work enhances traditional authentication systems based on Personal Identification Numbers (PIN) and One-Time Passwords (OTP) through the incorporation of biometric …,unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Snoopy: Sniffing your smartwatch passwords via deep sequence learning,"CX Lu, B Du, H Wen, S Wang, A Markham… - Proceedings of the …, 2018 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3161196,"Demand for smartwatches has taken off in recent years with new models which can run independently from smartphones and provide more useful features, becoming first-class …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Video-based cryptanalysis: Extracting cryptographic keys from video footage of a device's power led captured by standard video cameras,"B Nassi, E Iluz, O Cohen, O Vayner… - … IEEE Symposium on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10646886/,"In this paper, we present video-based cryptanalysis, a new method used to recover secret keys from a device by analyzing video footage of a device's power LED. We show that …",unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,"Secure, fast, and energy-efficient outsourced authentication for smartphones","P Gasti, J Šeděnka, Q Yang, G Zhou… - IEEE Transactions on …, 2016 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7499863/,"Common smartphone authentication mechanisms (eg, PINs, graphical passwords, and fingerprint scans) are not designed to offer security post-login. Multi-modal continuous …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,SpiderMon: Towards using cell towers as illuminating sources for keystroke monitoring,"K Ling, Y Liu, K Sun, W Wang, L Xie… - IEEE INFOCOM 2020 …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9155447/,Cellular network operators deploy base stations with a high density to ensure radio signal coverage for 4G/5G networks. While users enjoy the high-speed connection provided by …,unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,A survey on human profile information inference via wireless signals,"Q He, E Yang, S Fang - IEEE Communications Surveys & …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10459199/,"Due to the ubiquitous deployment of wireless infrastructures, the radio signal nature of invisibility, and the elimination of the line-of-sight requirement, it has drawn increasing …",review,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Penetration vision through virtual reality headsets: identifying 360-degree videos from head movements,"A Nguyen, X Zhang, Z Yan - 33rd USENIX Security Symposium (USENIX …, 2024 - usenix.org",https://www.usenix.org/conference/usenixsecurity24/presentation/nguyen,"In this paper, we present the first contactless side-channel attack for identifying 360 videos being viewed in a Virtual Reality (VR) Head Mounted Display (HMD). Although the video …",unknown,dataset,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,An offensive and defensive exposition of wearable computing,"P Shrestha, N Saxena - ACM Computing Surveys (CSUR), 2017 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3133837,"Wearable computing is rapidly getting deployed in many—commercial, medical, and personal—domains of day-to-day life. Wearable devices appear in various forms, shapes …",review,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Authenticating users through their arm movement patterns,"R Kumar, VV Phoha, R Raina - arXiv preprint arXiv:1603.02211, 2016 - arxiv.org",https://arxiv.org/abs/1603.02211,"In this paper, we propose four continuous authentication designs by using the characteristics of arm movements while individuals walk. The first design uses acceleration of arms …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Designing leakage-resilient password entry on head-mounted smart wearable glass devices,"Y Li, Y Cheng, W Meng, Y Li… - IEEE Transactions on …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9153060/,"With the boom of Augmented Reality (AR) and Virtual Reality (VR) applications, head-mounted smart wearable glass devices are becoming popular to help users access various …",unknown,unknown,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,SMARTCOPE: Smartphone change of possession evaluation for continuous authentication,"N Cariello, S Levine, G Zhou, B Hoplight, P Gasti… - Pervasive and Mobile …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1574119223001311,The goal of continuous smartphone authentication is to detect when the adversary has gained possession of the user's device post-login. This is achieved by triggering re …,unknown,posted-content,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Convolutional neural networks for user identification based on motion sensors represented as images,"C Benegui, RT Ionescu - IEEE Access, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9050748/,"In this paper, we propose a deep learning approach for smartphone user identification based on analyzing motion signals recorded by the accelerometer and the gyroscope …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Wireless training-free keystroke inference attack and defense,"E Yang, S Fang, I Markwood, Y Liu… - IEEE/ACM …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9707597/,Existing research work has identified a new class of attacks that can eavesdrop on the keystrokes in a non-invasive way without infecting the target computer to install malware …,unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Privacy leakage in mobile sensing: Your unlock passwords can be leaked through wireless hotspot functionality,"J Zhang, X Zheng, Z Tang, T Xing… - Mobile Information …, 2016 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1155/2016/8793025,Mobile sensing has become a new style of applications and most of the smart devices are equipped with varieties of sensors or functionalities to enhance sensing capabilities. Current …,unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Securing PIN‐based authentication in smartwatches with just two gestures,"M Guerar, M Migliardi, F Palmieri… - Concurrency and …, 2020 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.5549,Smartwatches are becoming increasingly ubiquitous as they offer new capabilities to develop sophisticated applications that make daily life easier and more convenient for …,unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Skype & type: Keyboard eavesdropping in voice-over-ip,"S Cecconello, A Compagno, M Conti, D Lain… - ACM Transactions on …, 2019 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3365366,"Voice-over-IP (VoIP) software are among the most widely spread and pervasive software, counting millions of monthly users. However, we argue that people ignore the drawbacks of …",book,book-chapter,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,EchoLight: Sound eavesdropping based on ambient light reflection,"G Zhang, Z Xiang, H Fu, Y Yang… - IEEE INFOCOM 2024 …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10621338/,"Sound eavesdropping using light has been an area of considerable interest and concern, as it can be achieved over long distances. However, previous work has often lacked stealth (eg …",unknown,proceedings-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,When human cognitive modeling meets PINs: User-independent inter-keystroke timing attacks,"X Liu, Y Li, RH Deng, B Chang, S Li - Computers & Security, 2019 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167404818302736,This paper proposes the first user-independent inter-keystroke timing attacks on PINs. Our attack method is based on an inter-keystroke timing dictionary built from a human cognitive …,unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Two-thumbs-up: Physical protection for pin entry secure against recording attacks,"DH Nyang, H Kim, W Lee, S Kang, G Cho, MK Lee… - computers & …, 2018 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167404818305789,"We present a new Personal Identification Number (PIN) entry method for smartphones that can be used in security-critical applications, such as smartphone banking. The proposed …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Comparing machine learning classifiers for continuous authentication on mobile devices by keystroke dynamics,"L de-Marcos, JJ Martínez-Herráiz, J Junquera-Sánchez… - Electronics, 2021 - mdpi.com",https://www.mdpi.com/2079-9292/10/14/1622,Continuous authentication (CA) is the process to verify the user's identity regularly without their active participation. CA is becoming increasingly important in the mobile environment …,unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,Your eyes reveal your secrets: An eye movement based password inference on smartphone,"Y Wang, W Cai, T Gu, W Shao - IEEE transactions on mobile …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8798759/,"The widespread use of smartphones has brought great convenience to our daily lives, while at the same time we have been increasingly exposed to security threats. Keystroke security …",unknown,journal-article,,,,,,,,
"Beware, Your Hands Reveal Your Secrets!",2014,204,PressPIN: Enabling secure PIN authentication on mobile devices via structure-borne sounds,"M Zhou, Q Wang, X Lin, Y Zhao, P Jiang… - … on Dependable and …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9714878/,"PIN authentication is widely used on mobile devices due to its usability and simplicity. However, it is known to be susceptible to shoulder surfing attacks, where an adversary spies …",unknown,journal-article,,,,,,,,
